decade,country_code,country,total_prcp_mm,obs_days,station_years,mean_mm_per_obs_day,projected_annual_mm
1750,AS,Australia,556790.1,240801,3561,2.312,844.0
1780,GM,Germany,4801.2,2556,7,1.878,685.6
1790,GM,Germany,4838.2,2902,8,1.667,608.5
1790,IT,Italy,943.7,730,2,1.293,471.9
1800,GM,Germany,5999.4,3533,10,1.698,619.8
1800,EZ,Czech Republic,2676.2,2040,6,1.312,478.8
1800,IT,Italy,380.5,365,1,1.042,380.5
1810,GM,Germany,4963.5,932,8,5.326,1943.9
1810,IT,Italy,5271.2,3287,9,1.604,585.3
1810,EZ,Czech Republic,5084.3,3652,10,1.392,508.2
1820,GM,Germany,7023.2,1676,14,4.19,1529.5
1820,UK,United Kingdom,1783.6,1096,3,1.627,594.0
1820,IT,Italy,8598.5,6271,18,1.371,500.5
1820,EZ,Czech Republic,4721.7,3653,10,1.293,471.8
1830,GM,Germany,11847.0,4699,20,2.521,920.2
1830,AS,Australia,7123.7,2978,10,2.392,873.1
1830,US,United States,327.3,144,1,2.273,829.6
1830,IT,Italy,20946.5,9495,27,2.206,805.2
1830,UK,United Kingdom,7986.1,4382,12,1.822,665.2
1830,SW,Sweden,2234.5,1461,4,1.529,558.2
1830,EZ,Czech Republic,5066.3,3652,10,1.387,506.4
1840,US,United States,24771.0,8092,29,3.061,1117.3
1840,GM,Germany,11794.4,4291,20,2.749,1003.3
1840,CA,Canada,6098.3,2313,10,2.637,962.3
1840,IT,Italy,23318.1,10228,29,2.28,832.1
1840,AS,Australia,17789.2,8365,35,2.127,776.2
1840,UK,United Kingdom,13954.2,7272,20,1.919,700.4
1840,NL,Netherlands,2036.7,1097,4,1.857,677.7
1840,SW,Sweden,5142.8,3653,10,1.408,513.9
1840,EZ,Czech Republic,4575.5,3653,10,1.253,457.2
1850,CA,Canada,9007.3,3652,10,2.466,900.2
1850,IT,Italy,30520.2,12782,35,2.388,871.5
1850,US,United States,69020.2,29356,108,2.351,858.2
1850,GM,Germany,14442.0,6437,27,2.244,818.9
1850,HR,Croatia,1442.7,673,3,2.144,782.4
1850,UK,United Kingdom,13813.4,7236,20,1.909,696.8
1850,AS,Australia,28927.3,15818,54,1.829,667.5
1850,NL,Netherlands,12504.3,6940,20,1.802,657.6
1850,SF,South Africa,6320.7,3652,10,1.731,631.7
1850,AG,Algeria,2906.0,1854,6,1.567,572.1
1850,SW,Sweden,11667.2,8660,36,1.347,491.7
1850,EZ,Czech Republic,4443.2,3652,10,1.217,444.1
1850,SG,Senegal,201.5,382,3,0.527,192.5
1860,EI,Ireland,12419.7,3984,11,3.117,1137.8
1860,US,United States,90202.0,36390,125,2.479,904.7
1860,CA,Canada,40713.0,16931,51,2.405,877.7
1860,IT,Italy,39316.5,16817,47,2.338,853.3
1860,HR,Croatia,13954.9,6120,20,2.28,832.3
1860,UK,United Kingdom,14652.2,7263,20,2.017,736.3
1860,AS,Australia,142546.0,71631,295,1.99,726.4
1860,NL,Netherlands,20243.6,10173,31,1.99,726.3
1860,EN,Estonia,2833.1,1492,5,1.899,693.1
1860,GM,Germany,25085.2,13869,48,1.809,660.2
1860,SF,South Africa,6365.3,3867,11,1.646,600.8
1860,AG,Algeria,3114.3,2161,7,1.441,526.0
1860,SW,Sweden,105522.6,79079,224,1.334,487.1
1860,EZ,Czech Republic,4044.8,3653,10,1.107,404.1
1860,SG,Senegal,0.0,91,1,0.0,0.0
1870,RS,Russia,10785.6,1918,6,5.623,2052.5
1870,HR,Croatia,30644.8,9957,29,3.078,1123.4
1870,AU,Austria,4359.8,1461,4,2.984,1089.2
1870,FR,France,2141.0,729,2,2.937,1072.0
1870,US,United States,489833.6,173057,565,2.83,1033.1
1870,CA,Canada,486814.0,199448,658,2.441,890.9
1870,IT,Italy,57385.8,24103,66,2.381,869.0
1870,NO,Norway,4276.1,1827,6,2.341,854.3
1870,UP,Ukraine,2.3,1,1,2.3,839.5
1870,EI,Ireland,8522.7,3930,12,2.169,791.5
1870,UK,United Kingdom,15871.2,7660,21,2.072,756.3
1870,NL,Netherlands,45151.1,22401,64,2.016,735.7
1870,GM,Germany,57608.4,28945,91,1.99,726.4
1870,BO,Belarus,2987.8,1614,5,1.851,675.7
1870,AS,Australia,780227.6,425199,1840,1.835,669.8
1870,DA,Denmark,24478.1,15132,48,1.618,590.4
1870,EN,Estonia,12167.9,7841,23,1.552,566.4
1870,SW,Sweden,125123.3,91165,266,1.372,501.0
1870,SF,South Africa,49044.2,40996,149,1.196,436.7
1870,EZ,Czech Republic,4148.9,3652,10,1.136,414.7
1870,AG,Algeria,4971.9,4469,13,1.113,406.1
1870,GL,Greenland [Denmark],1411.0,2376,7,0.594,216.8
1880,US,United States,955503.5,306984,1179,3.113,1136.1
1880,AU,Austria,10420.8,3653,10,2.853,1041.2
1880,HR,Croatia,30647.9,10928,30,2.805,1023.7
1880,IT,Italy,66873.4,27734,76,2.411,880.1
1880,NO,Norway,27525.4,11695,35,2.354,859.1
1880,EI,Ireland,20109.8,8838,25,2.275,830.5
1880,CA,Canada,1101107.7,492102,1577,2.238,816.7
1880,LT,Lesotho,2087.5,1006,4,2.075,757.4
1880,BE,Belgium,7426.2,3652,10,2.033,742.2
1880,UK,United Kingdom,28570.0,14224,39,2.009,733.1
1880,GM,Germany,208485.9,105761,299,1.971,719.5
1880,RO,Romania,7081.0,3653,10,1.938,707.5
1880,GG,Georgia,7976.6,4129,12,1.932,705.1
1880,FR,France,16645.1,8845,25,1.882,686.9
1880,NL,Netherlands,73375.5,39429,109,1.861,679.2
1880,LG,Latvia,7979.7,5050,15,1.58,576.8
1880,AS,Australia,5128263.7,3247479,10822,1.579,576.4
1880,DA,Denmark,38956.3,25541,70,1.525,556.7
1880,MD,Moldova,1638.5,1157,4,1.416,516.9
1880,EZ,Czech Republic,5082.4,3653,10,1.391,507.8
1880,AG,Algeria,53377.6,38945,114,1.371,500.3
1880,EN,Estonia,15118.2,11195,34,1.35,492.9
1880,RS,Russia,152438.9,113810,335,1.339,488.9
1880,SW,Sweden,243995.1,183993,513,1.326,484.0
1880,SF,South Africa,425189.3,322223,987,1.32,481.6
1880,BO,Belarus,13484.5,10227,28,1.319,481.3
1880,LH,Lithuania,3659.8,2909,9,1.258,459.2
1880,UP,Ukraine,30619.9,26336,76,1.163,424.4
1880,CY,Cyprus,3185.8,2952,9,1.079,393.9
1880,KG,Kyrgyzstan,3203.7,3017,9,1.062,387.6
1880,AM,Armenia,1565.8,1675,5,0.935,341.2
1880,TS,Tunisia,2730.3,3351,11,0.815,297.4
1880,UZ,Uzbekistan,3108.9,4659,13,0.667,243.6
1880,GL,Greenland [Denmark],2307.7,3653,10,0.632,230.6
1880,AJ,Azerbaijan,3344.2,5311,17,0.63,229.8
1880,TX,Turkmenistan,816.9,1311,5,0.623,227.4
1880,KZ,Kazakhstan,3724.9,9584,30,0.389,141.9
1880,EG,Egypt,643.5,3288,9,0.196,71.4
1890,RQ,Puerto Rico [United States],3700.3,858,6,4.313,1574.1
1890,AU,Austria,11116.2,3652,10,3.044,1111.0
1890,GG,Georgia,16716.7,5539,16,3.018,1101.6
1890,SP,Spain,2580.6,881,4,2.929,1069.1
1890,NO,Norway,259455.0,88821,279,2.921,1066.2
1890,US,United States,12701126.9,4761374,17375,2.668,973.6
1890,HR,Croatia,25643.4,10008,30,2.562,935.2
1890,IT,Italy,268192.3,105149,313,2.551,931.0
1890,LT,Lesotho,2976.2,1277,5,2.331,850.7
1890,EI,Ireland,24964.7,10729,30,2.327,849.3
1890,CA,Canada,1630670.6,718763,2293,2.269,828.1
1890,FR,France,37130.7,17400,48,2.134,778.9
1890,UK,United Kingdom,33488.7,17446,48,1.92,700.6
1890,GM,Germany,462289.9,241631,679,1.913,698.3
1890,BE,Belgium,6791.9,3652,10,1.86,678.8
1890,NL,Netherlands,91322.8,49548,137,1.843,672.7
1890,AS,Australia,13542391.3,7886379,24832,1.717,626.8
1890,LH,Lithuania,5955.1,3548,10,1.678,612.6
1890,RO,Romania,9181.9,5478,15,1.676,611.8
1890,DA,Denmark,41254.9,25172,70,1.639,598.2
1890,BO,Belarus,25153.8,15823,45,1.59,580.2
1890,LG,Latvia,5472.1,3441,12,1.59,580.4
1890,SF,South Africa,832763.6,557925,1663,1.493,544.8
1890,SW,Sweden,290509.7,197780,549,1.469,536.1
1890,EN,Estonia,24992.5,18383,52,1.36,496.2
1890,EZ,Czech Republic,4897.6,3652,10,1.341,489.5
1890,AG,Algeria,46534.8,35066,128,1.327,484.4
1890,RS,Russia,267544.4,208597,619,1.283,468.1
1890,UP,Ukraine,37826.8,31976,94,1.183,431.8
1890,KG,Kyrgyzstan,2836.1,2546,7,1.114,406.6
1890,MD,Moldova,3966.5,3650,10,1.087,396.6
1890,AM,Armenia,7689.0,7453,23,1.032,376.6
1890,CY,Cyprus,3759.3,3652,10,1.029,375.7
1890,AJ,Azerbaijan,6656.7,7326,21,0.909,331.7
1890,TS,Tunisia,4492.5,5498,25,0.817,298.2
1890,GL,Greenland [Denmark],3603.1,4474,13,0.805,293.9
1890,UZ,Uzbekistan,5160.8,7151,20,0.722,263.4
1890,KZ,Kazakhstan,9633.3,17794,55,0.541,197.6
1890,TX,Turkmenistan,3528.8,8593,27,0.411,149.9
1890,SI,Slovenia,0.3,1,1,0.3,109.5
1890,TI,Tajikistan,555.6,2029,7,0.274,99.9
1890,EG,Egypt,547.5,3644,10,0.15,54.8
1890,MI,Malawi,0.0,123,2,0.0,0.0
1900,NG,Niger,1947.0,180,4,10.817,3948.1
1900,RQ,Puerto Rico [United States],161158.7,33172,102,4.858,1773.3
1900,BR,Brazil,38922.5,9801,30,3.971,1449.5
1900,SI,Slovenia,14419.0,3652,10,3.948,1441.1
1900,SZ,Switzerland,78497.2,22978,63,3.416,1246.9
1900,WZ,Swaziland,8458.1,2591,8,3.264,1191.5
1900,IN,India,18777240.9,5866398,16245,3.201,1168.3
1900,GG,Georgia,18369.1,6127,20,2.998,1094.3
1900,NO,Norway,729809.2,249432,696,2.926,1067.9
1900,AU,Austria,57894.9,20087,55,2.882,1052.0
1900,HR,Croatia,39558.4,13820,39,2.862,1044.8
1900,MI,Malawi,5493.1,1949,13,2.818,1028.7
1900,IT,Italy,503174.0,184934,509,2.721,993.1
1900,US,United States,25012300.9,9687823,31317,2.582,942.4
1900,BK,Bosnia and Herzegovina,8258.1,3287,9,2.512,917.0
1900,EI,Ireland,25020.2,10938,30,2.287,834.9
1900,FR,France,72385.2,31773,87,2.278,831.5
1900,CA,Canada,1937417.5,870636,2771,2.225,812.2
1900,LT,Lesotho,7454.3,3652,10,2.041,745.0
1900,BE,Belgium,7333.2,3652,10,2.008,732.9
1900,GM,Germany,625771.8,323748,900,1.933,705.5
1900,UK,United Kingdom,58682.5,30821,89,1.904,695.0
1900,NL,Netherlands,115602.5,60843,171,1.9,693.5
1900,PK,Pakistan,28195.2,16327,45,1.727,630.3
1900,HU,Hungary,27846.1,16435,45,1.694,618.4
1900,GL,Greenland [Denmark],12206.8,7303,20,1.671,610.1
1900,LG,Latvia,13791.3,8282,24,1.665,607.8
1900,AJ,Azerbaijan,14802.8,8981,27,1.648,601.6
1900,BO,Belarus,29248.7,17914,50,1.633,595.9
1900,DA,Denmark,40462.5,24901,70,1.625,593.1
1900,LH,Lithuania,7111.5,4380,12,1.624,592.6
1900,AS,Australia,18712345.1,12017165,37419,1.557,568.4
1900,SF,South Africa,1417375.5,912921,2759,1.553,566.7
1900,AG,Algeria,64086.9,41375,127,1.549,565.4
1900,RO,Romania,11193.0,7274,20,1.539,561.7
1900,IS,Israel,607.7,412,2,1.475,538.4
1900,SW,Sweden,305772.2,216160,596,1.415,516.3
1900,SP,Spain,2577.6,1826,5,1.412,515.2
1900,EN,Estonia,34136.7,24744,70,1.38,503.6
1900,KG,Kyrgyzstan,4780.4,3538,11,1.351,493.2
1900,AM,Armenia,9891.1,7767,29,1.273,464.8
1900,BC,Botswana,233.3,184,1,1.268,462.8
1900,MX,Mexico,34093.4,27258,89,1.251,456.5
1900,RS,Russia,366820.3,296022,858,1.239,452.3
1900,EZ,Czech Republic,4394.1,3621,10,1.214,442.9
1900,UP,Ukraine,51027.4,43463,123,1.174,428.5
1900,FI,Finland,845.4,731,2,1.156,422.1
1900,CY,Cyprus,7975.9,6908,19,1.155,421.4
1900,MD,Moldova,4189.1,3640,10,1.151,420.1
1900,KZ,Kazakhstan,44887.1,43365,138,1.035,377.8
1900,UZ,Uzbekistan,5464.5,7273,20,0.751,274.2
1900,TS,Tunisia,9949.5,15033,46,0.662,241.6
1900,TX,Turkmenistan,8354.6,15718,45,0.532,194.0
1900,TI,Tajikistan,2154.5,5928,20,0.363,132.7
1900,EG,Egypt,1591.2,11922,35,0.133,48.7
1910,NG,Niger,3756.8,267,10,14.07,5135.7
1910,RQ,Puerto Rico [United States],186146.4,40522,121,4.594,1676.7
1910,SZ,Switzerland,101585.0,25564,70,3.974,1450.4
1910,SI,Slovenia,14512.3,3652,10,3.974,1450.4
1910,KR,Kiribati,7.9,2,1,3.95,1441.8
1910,IN,India,24996632.0,7293354,20237,3.427,1251.0
1910,AU,Austria,66521.3,21910,60,3.036,1108.2
1910,HR,Croatia,42336.1,14058,39,3.012,1099.2
1910,NO,Norway,801385.2,284880,791,2.813,1026.8
1910,WZ,Swaziland,32568.4,11626,38,2.801,1022.5
1910,FR,France,82668.0,29915,84,2.763,1008.7
1910,BK,Bosnia and Herzegovina,9726.2,3652,10,2.663,972.1
1910,IT,Italy,205264.6,77759,216,2.64,963.5
1910,BE,Belgium,8771.4,3652,10,2.402,876.7
1910,BR,Brazil,1944809.9,809665,2375,2.402,876.7
1910,US,United States,31524628.4,13187118,41879,2.391,872.6
1910,EI,Ireland,24147.6,10864,30,2.223,811.3
1910,UK,United Kingdom,102815.4,47176,135,2.179,795.5
1910,GG,Georgia,12010.6,5674,19,2.117,772.6
1910,LE,Lebanon,1530.5,731,2,2.094,764.2
1910,LT,Lesotho,8966.7,4321,14,2.075,757.4
1910,PK,Pakistan,44102.9,21357,59,2.065,753.7
1910,CA,Canada,3009124.7,1466913,4616,2.051,748.7
1910,NL,Netherlands,148037.8,72403,199,2.045,746.3
1910,GM,Germany,669423.8,335921,932,1.993,727.4
1910,RO,Romania,8134.8,4382,12,1.856,677.6
1910,HU,Hungary,33290.6,18260,50,1.823,665.4
1910,LG,Latvia,10030.2,5571,18,1.8,657.2
1910,BO,Belarus,24469.5,13655,41,1.792,654.1
1910,SP,Spain,17528.2,9797,29,1.789,653.0
1910,DA,Denmark,44169.8,25504,70,1.732,632.1
1910,AS,Australia,29243200.9,17526755,51856,1.668,609.0
1910,MD,Moldova,4649.1,2831,8,1.642,599.4
1910,SF,South Africa,2694328.6,1766155,5237,1.526,556.8
1910,SW,Sweden,334992.9,223564,616,1.498,546.9
1910,GL,Greenland [Denmark],10306.7,6939,20,1.485,542.1
1910,IS,Israel,5323.0,3652,10,1.458,532.0
1910,AG,Algeria,72467.6,51236,161,1.414,516.3
1910,AJ,Azerbaijan,12442.0,8819,27,1.411,514.9
1910,LH,Lithuania,3761.1,2740,8,1.373,501.0
1910,EN,Estonia,34952.7,25525,84,1.369,499.8
1910,EZ,Czech Republic,4982.7,3652,10,1.364,498.0
1910,UP,Ukraine,61799.4,46309,130,1.335,487.1
1910,MX,Mexico,21481.1,16586,61,1.295,472.7
1910,CY,Cyprus,14046.4,10847,32,1.295,472.7
1910,FI,Finland,4680.4,3619,10,1.293,472.0
1910,SG,Senegal,197.3,153,1,1.29,470.7
1910,BC,Botswana,7776.2,6148,19,1.265,461.7
1910,RS,Russia,448185.3,354577,1064,1.264,461.4
1910,MO,Morocco,4672.4,3930,18,1.189,434.0
1910,LY,Libya,1604.2,1419,4,1.131,412.6
1910,AM,Armenia,8684.9,8041,28,1.08,394.2
1910,WA,Namibia,5172.3,6146,17,0.842,307.2
1910,KZ,Kazakhstan,39557.8,47039,155,0.841,306.9
1910,KG,Kyrgyzstan,5493.8,6530,23,0.841,307.1
1910,TS,Tunisia,6841.3,8589,29,0.797,290.7
1910,UZ,Uzbekistan,3766.7,5680,20,0.663,242.1
1910,TX,Turkmenistan,5904.5,12393,42,0.476,173.9
1910,TI,Tajikistan,2506.8,5508,16,0.455,166.1
1910,SY,Syria,65.1,455,2,0.143,52.2
1910,EG,Egypt,1930.1,15781,47,0.122,44.6
1910,MI,Malawi,0.0,887,10,0.0,0.0
1920,NG,Niger,4541.7,421,10,10.788,3937.6
1920,TU,Turkey,3440.0,354,3,9.718,3546.9
1920,RQ,Puerto Rico [United States],192800.2,43705,129,4.411,1610.2
1920,SI,Slovenia,14515.9,3653,10,3.974,1450.4
1920,SZ,Switzerland,93013.1,23957,66,3.883,1417.1
1920,IN,India,26299940.4,7749848,21458,3.394,1238.7
1920,UG,Uganda,19423.1,6209,17,3.128,1141.8
1920,NO,Norway,1001398.2,324857,900,3.083,1125.1
1920,AU,Austria,59905.9,21515,59,2.784,1016.3
1920,VQ,Virgin Islands [United States],7931.9,2863,8,2.77,1011.2
1920,KS,"Korea, South",4013.0,1460,4,2.749,1003.2
1920,BR,Brazil,3466706.6,1267344,3614,2.735,998.4
1920,HR,Croatia,33418.4,12331,34,2.71,989.2
1920,MI,Malawi,23406.8,8773,26,2.668,973.8
1920,EI,Ireland,27610.8,10778,30,2.562,935.0
1920,MX,Mexico,662212.9,262066,836,2.527,922.3
1920,US,United States,34917689.0,14069792,44211,2.482,905.8
1920,WZ,Swaziland,49192.1,20675,58,2.379,868.4
1920,LT,Lesotho,20325.3,8795,26,2.311,843.5
1920,BE,Belgium,8039.1,3653,10,2.201,803.2
1920,FR,France,151832.5,69897,197,2.172,792.9
1920,BK,Bosnia and Herzegovina,7929.1,3653,10,2.171,792.3
1920,UK,United Kingdom,121381.2,56236,162,2.158,787.8
1920,CA,Canada,4480205.7,2163061,6617,2.071,756.0
1920,GM,Germany,683397.6,337730,940,2.024,738.6
1920,IT,Italy,51022.9,25510,70,2.0,730.0
1920,NL,Netherlands,138660.4,73060,200,1.898,692.7
1920,PK,Pakistan,40640.3,21648,60,1.877,685.2
1920,DA,Denmark,48786.8,26270,73,1.857,677.9
1920,LH,Lithuania,18959.9,10335,30,1.835,669.6
1920,LE,Lebanon,6623.6,3769,11,1.757,641.4
1920,LG,Latvia,13318.3,7753,23,1.718,627.0
1920,EN,Estonia,74640.3,43866,130,1.702,621.1
1920,BO,Belarus,19133.8,11308,33,1.692,617.6
1920,AS,Australia,30609717.4,18111139,53894,1.69,616.9
1920,CY,Cyprus,26405.7,15708,43,1.681,613.6
1920,RO,Romania,22222.5,13852,38,1.604,585.6
1920,HU,Hungary,29232.1,18265,50,1.6,584.2
1920,SW,Sweden,415256.9,260847,729,1.592,581.1
1920,GG,Georgia,6657.4,4201,14,1.585,578.4
1920,SF,South Africa,4297190.9,2744658,8083,1.566,571.5
1920,AJ,Azerbaijan,15314.0,9846,34,1.555,567.7
1920,FI,Finland,5349.4,3651,10,1.465,534.8
1920,AG,Algeria,65399.9,47121,148,1.388,506.6
1920,SY,Syria,3639.6,2638,13,1.38,503.6
1920,EZ,Czech Republic,5033.4,3653,10,1.378,502.9
1920,SP,Spain,66130.7,48176,137,1.373,501.0
1920,BC,Botswana,44523.8,33302,98,1.337,488.0
1920,GL,Greenland [Denmark],9509.1,7244,20,1.313,479.1
1920,RS,Russia,468943.4,367166,1095,1.277,466.2
1920,SG,Senegal,2834.2,2373,10,1.194,435.9
1920,KG,Kyrgyzstan,9157.7,7832,26,1.169,426.8
1920,MO,Morocco,7070.9,6128,22,1.154,421.2
1920,UP,Ukraine,46594.0,40497,122,1.151,420.0
1920,AM,Armenia,9540.6,8780,30,1.087,396.6
1920,JN,Jan Mayen [Norway],3108.1,2923,9,1.063,388.1
1920,WA,Namibia,11095.2,10958,30,1.013,369.6
1920,KZ,Kazakhstan,55082.8,55011,174,1.001,365.5
1920,LY,Libya,17835.8,18111,58,0.985,359.5
1920,IS,Israel,5969.6,6668,19,0.895,326.8
1920,TS,Tunisia,18989.0,21862,64,0.869,317.0
1920,UZ,Uzbekistan,5071.7,6722,19,0.754,275.4
1920,TI,Tajikistan,2693.3,3633,16,0.741,270.6
1920,TX,Turkmenistan,7185.9,15365,51,0.468,170.7
1920,EG,Egypt,4129.0,25046,77,0.165,60.2
1930,TU,Turkey,46216.0,5964,49,7.749,2828.4
1930,RQ,Puerto Rico [United States],382927.3,77861,222,4.918,1795.1
1930,PO,Portugal,27859.0,6088,18,4.576,1670.3
1930,SI,Slovenia,16422.0,3652,10,4.497,1641.3
1930,PL,Poland,3678.5,825,11,4.459,1627.5
1930,MQ,Midway Islands [United States},2416.3,582,2,4.152,1515.4
1930,SZ,Switzerland,93164.2,24072,66,3.87,1412.6
1930,IN,India,29896476.1,8606537,23799,3.474,1267.9
1930,UG,Uganda,61362.7,17954,50,3.418,1247.5
1930,GG,Georgia,121258.2,37430,118,3.24,1182.5
1930,NG,Niger,9076.9,2818,25,3.221,1175.7
1930,VQ,Virgin Islands [United States],10504.5,3419,11,3.072,1121.4
1930,KS,"Korea, South",12340.0,4017,11,3.072,1121.3
1930,NO,Norway,1081378.1,356573,988,3.033,1106.9
1930,AU,Austria,61490.6,21806,60,2.82,1029.3
1930,HR,Croatia,39303.0,14608,40,2.691,982.0
1930,UY,Uruguay,22349.9,8318,23,2.687,980.7
1930,MI,Malawi,28674.1,11019,34,2.602,949.8
1930,BK,Bosnia and Herzegovina,9480.2,3652,10,2.596,947.5
1930,EI,Ireland,26865.9,10886,30,2.468,900.8
1930,BR,Brazil,4563030.7,1897106,5739,2.405,877.9
1930,UK,United Kingdom,172996.8,72094,208,2.4,875.9
1930,FR,France,202997.7,85608,241,2.371,865.5
1930,US,United States,40200142.3,17014485,50748,2.363,862.4
1930,WZ,Swaziland,42739.0,18563,52,2.302,840.4
1930,IT,Italy,58543.1,25564,70,2.29,835.9
1930,MX,Mexico,1027030.4,450575,1368,2.279,832.0
1930,CA,Canada,5968607.3,2669495,8052,2.236,816.1
1930,BE,Belgium,8100.7,3652,10,2.218,809.6
1930,GM,Germany,1586550.9,725075,2076,2.188,798.7
1930,LT,Lesotho,22483.4,10589,30,2.123,775.0
